Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,75
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,355
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,901
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,554
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,346
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,0
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Total net transactions in produced non-financial assets,P050000,AN10000,-23
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,-136
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,131
2019.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,-19
2019.03,Insurance corporations,251,ISA Saving (net),B08N000,ISA,841
2019.03,Insurance corporations,251,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,-928
2019.03,Insurance corporations,251,Total net transactions in non-financial assets,B091N00,AN00000,-15
2019.03,Insurance corporations,251,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,856
2019.03,Insurance corporations,251,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,A000000,-73
2019.03,Insurance corporations,251,Changes in net worth due to other changes in volume of assets,B102000,A000000,0
2019.03,Insurance corporations,251,Changes in net worth due to nominal holding gains/losses,B103000,A000000,-38
2019.03,Insurance corporations,251,ISA Net capital taxes receivable,D910000,ISA,0
2019.03,Insurance corporations,251,ISA Net capital transfers receivable,D990000,ISA,0
2019.03,Insurance corporations,251,Financial assets Net transactions in financial assets,F000000,AFA0000,352
2019.03,Insurance corporations,251,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,0
2019.03,Insurance corporations,251,Financial assets Net transactions in currency and deposits,F000000,AFA0200,C
2019.03,Insurance corporations,251,Financial assets Net transactions in debt securities,F000000,AFA0300,C
2019.03,Insurance corporations,251,Financial assets Net transactions in loans,F000000,AFA0400,C
2019.03,Insurance corporations,251,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,232
2019.03,Insurance corporations,251,Financial assets Net transactions in insurance pension and standardised guarantee schemes,F000000,AFA0600,C
2019.03,Insurance corporations,251,Financial assets Net transactions in financial derivatives,F000000,AFA0700,C
2019.03,Insurance corporations,251,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,C
2019.03,Insurance corporations,251,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,425
2019.03,Insurance corporations,251,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,0
2019.03,Insurance corporations,251,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,0
2019.03,Insurance corporations,251,Financial liabilities Net transactions in debt securities,F000000,AFL0300,C
2019.03,Insurance corporations,251,Financial liabilities Net transactions in loans,F000000,AFL0400,C
2019.03,Insurance corporations,251,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,-399
2019.03,Insurance corporations,251,Financial liabilities Net transactions in insurance pension and standardised guarantee schemes,F000000,AFL0600,-108
2019.03,Insurance corporations,251,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,0
2019.03,Insurance corporations,251,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,525
2019.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,0
2019.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,274
2019.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,317
2019.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,44
2019.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2019.03,Insurance corporations,251,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2019.03,Insurance corporations,251,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,336
2019.03,Insurance corporations,251,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,0
2019.03,Insurance corporations,251,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,C
2019.03,Insurance corporations,251,Revaluation Account Financial assets Debt securities,K070000,AFA0300,C
2019.03,Insurance corporations,251,Revaluation Account Financial assets Loans,K070000,AFA0400,C
2019.03,Insurance corporations,251,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,150
2019.03,Insurance corporations,251,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2019.03,Insurance corporations,251,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,62
2019.03,Insurance corporations,251,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,3
2019.03,Insurance corporations,251,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,404
2019.03,Insurance corporations,251,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2019.03,Insurance corporations,251,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2019.03,Insurance corporations,251,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,C
2019.03,Insurance corporations,251,Revaluation Account Financial liabilities Loans,K070000,AFL0400,C
2019.03,Insurance corporations,251,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,406
2019.03,Insurance corporations,251,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,0
2019.03,Insurance corporations,251,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,-4
2019.03,Insurance corporations,251,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,C
2019.03,Insurance corporations,251,Revaluation Account Total non-financial assets,K070000,AN00000,30
2019.03,Insurance corporations,251,Revaluation Account Produced non-financial assets,K070000,AN10000,30
2019.03,Insurance corporations,251,Revaluation Account Non-produced non-financial assets,K070000,AN20000,0
2019.03,Insurance corporations,251,Financial assets Closing balance Total financial assets,LE00000,AFA0000,28972
